player,type,auction_value_26,tier,draftable,auction_price_25,adj_multiplier,flags,score_24,score_25,role_24,role_25,flags_count,display_role,score_bucket,auction_price_25_imputed,auction_value_26_shadow
David Peterson,pit,1.18619879113499,2.0,True,1.0,1.18619879113499,,1.489,2.0435,starter,starter,0,starter,"(1.97, 2.219]",,
Jeremiah Estrada,pit,1.1777389277389276,2.0,True,1.0,1.1777389277389276,,2.4514285714285715,3.322857142857143,reliever,reliever,0,reliever,"(3.158, 4.916]",,
Kris Bubic,pit,1.1752272727272728,2.0,True,1.0,1.1752272727272728,Role Change,1.1,1.4855,reliever,starter,1,starter,"(1.418, 1.709]",,
Michael Busch,hit,1.1281846153846151,2.0,True,1.0,1.1281846153846151,,2.708333333333333,3.4026666666666667,,,0,,"(3.158, 4.916]",,
Nick Martinez,pit,1.112407211028632,2.0,True,1.0,1.112407211028632,,1.4145,1.7325,starter,starter,0,starter,"(1.709, 1.97]",,
Matt Wallner,hit,1.0882929436920885,2.0,True,1.0,1.0882929436920885,,1.8706666666666667,2.201,,,0,,"(1.97, 2.219]",,
Spencer Horwitz,hit,1.0429411764705885,2.0,True,1.0,1.0429411764705885,,1.9833333333333327,2.1536666666666666,,,0,,"(1.97, 2.219]",,
Wilyer Abreu,hit,1.0367076097698715,2.0,True,1.0,1.0367076097698715,,2.361,2.534333333333333,,,0,,"(2.375, 2.534]",,
Landen Roupp,pit,1.014597902097902,2.0,True,1.0,1.014597902097902,Role Change,1.2257142857142858,1.2614999999999998,reliever,starter,1,starter,"(1.1, 1.418]",,
Tyler Rogers,pit,1.0130501535312182,2.0,True,1.0,1.0130501535312182,,2.791428571428572,2.8642857142857143,reliever,reliever,0,reliever,"(2.534, 2.864]",,
Hunter Gaddis,pit,1.0070488721804511,2.0,True,1.0,1.0070488721804511,,3.04,3.0828571428571427,reliever,reliever,0,reliever,"(2.864, 3.158]",,
Joey Loperfido,hit,1.004689174705252,2.0,True,1.0,1.004689174705252,,1.244,1.2556666666666667,,,0,,"(1.1, 1.418]",,
Zebby Matthews,pit,0.9724739970282316,2.0,True,1.0,0.9724739970282316,Role Change,0.9614285714285716,0.9085,reliever,starter,1,starter,"(0.13999999999999999, 1.1]",,
JoJo Romero,pit,0.9664241745942924,2.0,True,1.0,0.9664241745942924,,2.5528571428571425,2.381428571428572,reliever,reliever,0,reliever,"(2.375, 2.534]",,
Francisco Alvarez,hit,0.9650179856115108,2.0,True,1.0,0.9650179856115108,,1.8533333333333333,1.723666666666667,,,0,,"(1.709, 1.97]",,
Camilo Doval,pit,0.9600129792872208,2.0,True,1.0,0.9600129792872208,,2.495411605937922,2.295843454790823,closer,closer,0,closer,"(2.219, 2.375]",,
Keegan Akin,pit,0.958563535911602,2.0,True,1.0,0.958563535911602,,2.3271428571428574,2.1342857142857143,reliever,reliever,0,reliever,"(1.97, 2.219]",,
Tyler Holton,pit,0.9569978632478632,2.0,True,1.0,0.9569978632478632,,2.6742857142857144,2.4442857142857144,reliever,reliever,0,reliever,"(2.375, 2.534]",,
Jake Irvin,pit,0.899090909090909,2.0,True,1.0,0.899090909090909,,2.2,1.756,starter,starter,0,starter,"(1.709, 1.97]",,
Porter Hodge,pit,0.8986615678776291,2.0,True,1.0,0.8986615678776291,,1.4942857142857142,1.1914285714285715,reliever,reliever,0,reliever,"(1.1, 1.418]",,
Miles Mikolas,pit,0.8861882716049383,2.0,True,1.0,0.8861882716049383,,1.944,1.5015,starter,starter,0,starter,"(1.418, 1.709]",,
Tyler Stephenson,hit,0.8727145759268664,2.0,True,1.0,0.8727145759268664,,2.6253333333333337,1.957,,,0,,"(1.709, 1.97]",,
Jacob Young,hit,0.8488720479379626,2.0,True,1.0,0.8488720479379626,,1.8913333333333333,1.3196666666666663,,,0,,"(1.1, 1.418]",,
Ryan Thompson,pit,0.8361814967589865,2.0,True,1.0,0.8361814967589865,,2.4242857142857144,1.63,reliever,reliever,0,reliever,"(1.418, 1.709]",,
Blake Treinen,pit,0.8068356374807988,2.0,True,1.0,0.8068356374807988,,1.8600000000000003,1.1414285714285717,reliever,reliever,0,reliever,"(1.1, 1.418]",,
Keibert Ruiz,hit,0.7824250455524266,2.0,True,1.0,0.7824250455524266,,2.0123333333333333,1.1366666666666667,,,0,,"(1.1, 1.418]",,
Frankie Montas,pit,0.7562704471101418,2.0,True,1.0,0.7562704471101418,Role Change,1.7029999999999998,0.872857142857143,starter,reliever,1,reliever,"(0.13999999999999999, 1.1]",,
Michael Soroka,pit,0.7409296657381615,2.0,True,1.0,0.7409296657381615,Role Change,2.051428571428572,0.9885,reliever,starter,1,starter,"(0.13999999999999999, 1.1]",,
Luke Raley,hit,0.7310767590618337,2.0,True,1.0,0.7310767590618337,,2.501333333333333,1.156,,,0,,"(1.1, 1.418]",,
Michael Kopech,pit,0.6051034177947254,3.0,True,1.0,0.6051034177947254,Role Change,2.460161943319838,0.5171428571428571,closer,reliever,1,reliever,"(0.13999999999999999, 1.1]",,
Bobby Miller,pit,0.5535714285714286,3.0,True,1.0,0.5535714285714286,,1.32,0.1414285714285714,reliever,reliever,0,reliever,"(0.13999999999999999, 1.1]",,
A.J. Minter,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.197142857142857,0.5771428571428572,reliever,reliever,1,reliever,"(0.343, 0.627]",3.0,3.0
Aaron Ashby,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.8514285714285715,1.9528571428571428,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Aaron Bummer,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.5571428571428572,1.3657142857142857,reliever,reliever,1,reliever,"(1.301, 1.611]",3.0,3.0
Aaron Civale,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.721,2.337142857142857,starter,reliever,2,reliever,"(2.187, 2.567]",3.0,3.0
Aaron Schunk,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.8616666666666667,0.426,,,1,,"(0.343, 0.627]",,
Abner Uribe,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,0.4642914979757084,3.455714285714285,closer,reliever,2,reliever,"(2.567, 4.814]",3.0,3.0
Abraham Toro,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.459666666666667,1.459,,,1,,"(1.301, 1.611]",,
Adael Amador,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,0.7160000000000001,,,2,,"(0.627, 0.849]",,
Adam Frazier,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.2593333333333332,1.8040000000000005,,,1,,"(1.611, 1.863]",,
Adam Mazur,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.6942857142857143,0.6185714285714285,reliever,reliever,1,reliever,"(0.343, 0.627]",3.0,3.0
Addison Barger,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.2626666666666668,2.6493333333333333,,,1,,"(2.567, 4.814]",,
Adley Rutschman,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.685666666666666,1.5996666666666668,,,1,,"(1.301, 1.611]",,
Adolis García,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.8456666666666663,2.486666666666667,,,1,,"(2.187, 2.567]",,
Adrian Del Castillo,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.3013333333333337,1.057,,,1,,"(1.018, 1.301]",,
Adrian Houser,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.477142857142857,1.4329999999999998,reliever,starter,2,starter,"(1.301, 1.611]",3.0,3.0
Adrian Morejon,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.092857142857143,2.552857142857143,reliever,reliever,1,reliever,"(2.187, 2.567]",3.0,3.0
Alan Trejo,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,0.4633333333333334,,,2,,"(0.343, 0.627]",,
Alejandro Kirk,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.622,2.394,,,1,,"(2.187, 2.567]",,
Alek Jacob,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.3928571428571428,0.8257142857142857,reliever,reliever,1,reliever,"(0.627, 0.849]",3.0,3.0
Alek Thomas,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.9696666666666668,1.8473333333333333,,,1,,"(1.611, 1.863]",,
Alex Call,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.3383333333333334,1.636,,,1,,"(1.611, 1.863]",,
Alex Jackson,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.7956666666666667,1.143,,,1,,"(1.018, 1.301]",,
Alex Lange,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,0.567719298245614,0.0242857142857142,closer,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Alex Verdugo,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.3636666666666666,0.9549999999999998,,,1,,"(0.849, 1.018]",,
Alex Vesia,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.334285714285714,2.692857142857143,reliever,reliever,1,reliever,"(2.567, 4.814]",3.0,3.0
Alexander Canario,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.8853333333333334,1.227666666666667,,,1,,"(1.018, 1.301]",,
Allan Winans,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.1928571428571428,reliever,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Amed Rosario,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.4643333333333333,1.3550000000000002,,,1,,"(1.301, 1.611]",,
Andre Pallante,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.2614999999999998,1.6174999999999995,starter,starter,1,starter,"(1.611, 1.863]",3.0,3.0
Andrew Abbott,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.5059999999999998,1.8675,starter,starter,1,starter,"(1.863, 2.187]",3.0,3.0
Andrew Benintendi,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.35,2.4396666666666667,,,1,,"(2.187, 2.567]",,
Andrew Chafin,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.9814285714285715,1.0014285714285711,reliever,reliever,1,reliever,"(0.849, 1.018]",3.0,3.0
Andrew Heaney,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.7160000000000002,1.2355,starter,starter,1,starter,"(1.018, 1.301]",3.0,3.0
Andrew Kittredge,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,3.152857142857143,1.997142857142857,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Andrew Knizner,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,0.7979999999999999,,,2,,"(0.627, 0.849]",,
Andrew McCutchen,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.412333333333333,2.1516666666666664,,,1,,"(1.863, 2.187]",,
Andrew Walters,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.0385714285714285,reliever,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Andruw Monasterio,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.9016666666666666,1.2183333333333333,,,1,,"(1.018, 1.301]",,
Andrés Chaparro,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.0823333333333334,0.6273333333333333,,,1,,"(0.627, 0.849]",,
Andrés Giménez,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.2063333333333333,1.526333333333333,,,1,,"(1.301, 1.611]",,
Andy Ibáñez,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.402,1.2113333333333332,,,1,,"(1.018, 1.301]",,
Angel Chivilli,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.0057142857142858,1.3085714285714287,reliever,reliever,1,reliever,"(1.301, 1.611]",3.0,3.0
Angel Zerpa,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.73,2.0642857142857145,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Anthony Banda,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.522857142857143,2.0185714285714287,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Anthony Bender,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.947142857142857,1.8942857142857144,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Anthony Maldonado,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,0.4414304993252361,0.1557142857142857,closer,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Anthony Molina,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.335714285714286,0.7357142857142858,reliever,reliever,1,reliever,"(0.627, 0.849]",3.0,3.0
Anthony Veneziano,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.3671428571428571,0.7671428571428572,reliever,reliever,1,reliever,"(0.627, 0.849]",3.0,3.0
Anthony Volpe,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.533666666666667,2.5363333333333333,,,1,,"(2.187, 2.567]",,
Antonio Senzatela,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.2428571428571428,2.587142857142857,reliever,reliever,1,reliever,"(2.567, 4.814]",3.0,3.0
Aroldis Chapman,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,2.7342857142857144,2.904480431848853,reliever,closer,2,closer,"(2.567, 4.814]",3.0,3.0
Austin Barnes,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.9213333333333332,0.5880000000000001,,,1,,"(0.343, 0.627]",,
Austin Gomber,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.769,1.1642857142857144,starter,reliever,2,reliever,"(1.018, 1.301]",3.0,3.0
Austin Hedges,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.7353333333333333,0.8903333333333334,,,1,,"(0.849, 1.018]",,
Austin Martin,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.3016666666666667,1.096666666666667,,,1,,"(1.018, 1.301]",,
Austin Slater,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.0543333333333331,1.1253333333333333,,,1,,"(1.018, 1.301]",,
Austin Warren,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.2228571428571428,reliever,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Austin Wynns,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.039,1.3616666666666668,,,1,,"(1.301, 1.611]",,
Bailey Falter,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.4185,1.2305,starter,starter,1,starter,"(1.018, 1.301]",3.0,3.0
Bailey Horn,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.4671428571428571,0.2614285714285714,reliever,reliever,1,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Beau Brieske,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.89,0.6742857142857144,reliever,reliever,1,reliever,"(0.627, 0.849]",3.0,3.0
Ben Casparius,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.2357142857142857,2.34,reliever,reliever,1,reliever,"(2.187, 2.567]",3.0,3.0
Ben Lively,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.587,0.9285714285714286,starter,reliever,2,reliever,"(0.849, 1.018]",3.0,3.0
Ben Rice,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.1996666666666669,2.9026666666666667,,,1,,"(2.567, 4.814]",,
Ben Rortvedt,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.3110000000000002,0.6616666666666666,,,1,,"(0.627, 0.849]",,
Blake Dunn,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,0.7380000000000001,,,2,,"(0.627, 0.849]",,
Blake Perkins,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.787,1.1636666666666666,,,1,,"(1.018, 1.301]",,
Blake Snell,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.5,0.7945,starter,starter,1,starter,"(0.627, 0.849]",3.0,3.0
Blaze Alexander,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.1523333333333334,1.4843333333333333,,,1,,"(1.301, 1.611]",,
Bo Naylor,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.7306666666666666,1.9426666666666668,,,1,,"(1.863, 2.187]",,
Bobby Witt Jr.,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,4.190333333333333,3.3903333333333334,,,1,,"(2.567, 4.814]",,
Bowden Francis,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.164,1.4542857142857142,starter,reliever,2,reliever,"(1.301, 1.611]",3.0,3.0
Brad Keller,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.0024831309041835,2.7457142857142856,closer,reliever,2,reliever,"(2.567, 4.814]",3.0,3.0
Bradley Blalock,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.6314285714285715,1.1085714285714283,reliever,reliever,1,reliever,"(1.018, 1.301]",3.0,3.0
Brady Basso,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.5057142857142858,0.3271428571428571,reliever,reliever,1,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Brady Singer,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.096,2.1005,starter,starter,1,starter,"(1.863, 2.187]",3.0,3.0
Brandon Eisert,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,2.0957142857142856,reliever,reliever,2,reliever,"(1.863, 2.187]",3.0,3.0
Brandon Lockridge,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,0.8739999999999999,,,2,,"(0.849, 1.018]",,
Brandon Marsh,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.317,2.135,,,1,,"(1.863, 2.187]",,
Brant Hurter,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.0242857142857145,1.78,reliever,reliever,1,reliever,"(1.611, 1.863]",3.0,3.0
Brayan Rocchio,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.6923333333333337,1.5749999999999995,,,1,,"(1.301, 1.611]",,
Brenan Hanifee,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.9257142857142858,1.657142857142857,reliever,reliever,1,reliever,"(1.611, 1.863]",3.0,3.0
Brendan Rodgers,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.329333333333333,0.8290000000000001,,,1,,"(0.627, 0.849]",,
Brendon Little,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.2857142857142858,3.0857142857142854,reliever,reliever,1,reliever,"(2.567, 4.814]",3.0,3.0
Brennan Bernardino,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.8485714285714288,1.2485714285714289,reliever,reliever,1,reliever,"(1.018, 1.301]",3.0,3.0
Brent Headrick,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.6685714285714286,reliever,reliever,2,reliever,"(0.627, 0.849]",3.0,3.0
Brent Rooker,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,3.8353333333333337,3.422333333333333,,,1,,"(2.567, 4.814]",,
Brent Suter,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.5114285714285716,1.497142857142857,reliever,reliever,1,reliever,"(1.301, 1.611]",3.0,3.0
Brenton Doyle,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.9106666666666667,2.216,,,1,,"(2.187, 2.567]",,
Brett Baty,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.0546666666666666,2.251333333333333,,,1,,"(2.187, 2.567]",,
Brett Harris,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.8690000000000001,0.8669999999999999,,,1,,"(0.849, 1.018]",,
Brett Wisely,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.3146666666666669,0.7673333333333333,,,1,,"(0.627, 0.849]",,
Brett de Geus,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.0285714285714285,reliever,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Brock Burke,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.9357142857142856,2.001428571428572,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Brock Stewart,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.6971428571428572,1.6185714285714288,reliever,reliever,1,reliever,"(1.611, 1.863]",3.0,3.0
Brooks Baldwin,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.8076666666666665,1.7036666666666669,,,1,,"(1.611, 1.863]",,
Brooks Raley,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.35,1.0171428571428571,reliever,reliever,1,reliever,"(0.849, 1.018]",3.0,3.0
Bryan Baker,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.68,2.571428571428571,reliever,reliever,1,reliever,"(2.567, 4.814]",3.0,3.0
Bryan De La Cruz,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.522333333333333,0.478,,,1,,"(0.343, 0.627]",,
Bryan Hoeing,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.35,0.1642857142857142,reliever,reliever,1,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Bryan Hudson,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.067142857142857,0.4842857142857142,reliever,reliever,1,reliever,"(0.343, 0.627]",3.0,3.0
Bryan King,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.6928571428571428,2.7414285714285715,reliever,reliever,1,reliever,"(2.567, 4.814]",3.0,3.0
Bryce Elder,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.1628571428571428,1.8655,reliever,starter,2,starter,"(1.863, 2.187]",3.0,3.0
Bryce Harper,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,3.4130000000000003,3.0156666666666667,,,1,,"(2.567, 4.814]",,
Bryce Jarvis,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.384285714285714,0.5642857142857143,reliever,reliever,1,reliever,"(0.343, 0.627]",3.0,3.0
Bryce Johnson,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,1.0336666666666667,,,2,,"(1.018, 1.301]",,
Bryce Miller,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,2.3045,2.03,starter,reliever,2,reliever,"(1.863, 2.187]",3.0,3.0
Bryce Teodosio,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,0.8013333333333333,,,2,,"(0.627, 0.849]",,
Buddy Kennedy,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.7973333333333333,0.29,,,1,,"(0.023299999999999998, 0.343]",,
Byron Buxton,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.5123333333333333,3.526333333333333,,,1,,"(2.567, 4.814]",,
CJ Abrams,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.737,2.813,,,1,,"(2.567, 4.814]",,
Cade Povich,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.821428571428572,2.7842857142857143,reliever,reliever,1,reliever,"(2.567, 4.814]",3.0,3.0
Caden Dana,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.7914285714285714,reliever,reliever,2,reliever,"(0.627, 0.849]",3.0,3.0
Cal Quantrill,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.6605,2.531428571428572,starter,reliever,2,reliever,"(2.187, 2.567]",3.0,3.0
Cal Raleigh,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,3.2663333333333338,4.691333333333334,,,1,,"(2.567, 4.814]",,
Caleb Ferguson,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.882857142857143,2.0028571428571427,reliever,reliever,1,reliever,"(1.863, 2.187]",3.0,3.0
Caleb Thielbar,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.5628571428571427,2.388571428571429,reliever,reliever,1,reliever,"(2.187, 2.567]",3.0,3.0
Calvin Faucher,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.83,2.048744939271255,reliever,closer,2,closer,"(1.863, 2.187]",3.0,3.0
Cam Booser,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.2328571428571429,1.1528571428571428,reliever,reliever,1,reliever,"(1.018, 1.301]",3.0,3.0
Carlos Carrasco,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,1.032,0.9928571428571428,starter,reliever,2,reliever,"(0.849, 1.018]",3.0,3.0
Carlos Correa,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.3683333333333336,2.312333333333333,,,1,,"(2.187, 2.567]",,
Carlos Narváez,hit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.6751,2.1493333333333333,,,2,,"(1.863, 2.187]",,
Carlos Rodriguez,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.2628571428571428,0.2485714285714285,reliever,reliever,1,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Carlos Santana,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.6906666666666665,1.9363333333333328,,,1,,"(1.863, 2.187]",,
Carmen Mlodzinski,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.3771428571428572,2.4242857142857144,reliever,reliever,1,reliever,"(2.187, 2.567]",3.0,3.0
Carson Fulmer,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.041428571428572,0.6785714285714286,reliever,reliever,1,reliever,"(0.627, 0.849]",3.0,3.0
Carson Kelly,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.617,2.181,,,1,,"(1.863, 2.187]",,
Carson Spiers,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,2.088571428571429,0.3,reliever,reliever,1,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Casey Kelly,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Role Change|Imputed Anchor,0.2337142857142857,0.0242857142857142,closer,reliever,3,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Casey Legumina,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,1.3800000000000003,reliever,reliever,2,reliever,"(1.301, 1.611]",3.0,3.0
Casey Schmitt,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.19,1.771,,,1,,"(1.611, 1.863]",,
Cavan Biggio,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.1953333333333334,0.6996666666666667,,,1,,"(0.627, 0.849]",,
Charlie Morton,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.9735,1.666,starter,starter,1,starter,"(1.611, 1.863]",3.0,3.0
Chas McCormick,hit,,,False,,,Contract Adjustment Required|Imputed Anchor,1.291,0.7873333333333332,,,1,,"(0.627, 0.849]",,
Chase Shugart,pit,,,False,,,Contract Adjustment Required|Role Change|Imputed Anchor,0.2436977058029689,1.1528571428571428,closer,reliever,2,reliever,"(1.018, 1.301]",3.0,3.0
Chase Silseth,pit,,,False,,,Contract Adjustment Required|Imputed Anchor,0.2342857142857142,0.3271428571428571,reliever,reliever,1,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
Chayce McDermott,pit,,,False,,,Contract Adjustment Required|Injury Baseline Distortion|Imputed Anchor,0.2337142857142857,0.2142857142857142,reliever,reliever,2,reliever,"(0.023299999999999998, 0.343]",3.0,3.0
